TRANSACTION_ID,PROMISE_DATE,NATURE,D1_STATUS,REF_TRANS_ID,BALANCE,
"567647","17-SEP-07","Pledge","2","481367",""
"567648","17-SEP-07","Pledge","2","481363",""
"567649","17-SEP-07","Pledge","2","481359",""
"567650","17-SEP-07","Pledge","2","481356",""
"567651","17-SEP-07","Pledge","2","481361",""
"567652","17-SEP-07","Pledge","2","481370",""
"567633","15-AUG-07","Pledge","2","481363",""
"608538","18-OCT-07","Pledge","2","481353",""
"608498","15-NOV-07","Pledge","2","481372",""
"608499","17-DEC-07","Pledge","2","481372",""
"608535","18-OCT-07","Pledge","2","481360",""
"608497","18-OCT-07","Pledge","2","481372",""
"608500","18-OCT-07","Pledge","2","481369",""
"608501","15-NOV-07","Pledge","2","481369",""
"608504","15-NOV-07","Pledge","2","481356",""
"608505","17-DEC-07","Pledge","2","481356",""
"608508","15-NOV-07","Pledge","2","481359",""
"608509","17-DEC-07","Pledge","2","481359",""
"608520","18-OCT-07","Pledge","2","481357",""
"617324","31-MAY-07","Pledge","2","490819",""
"617325","12-APR-07","Pledge","2","490822",""
"617326","02-MAY-07","Pledge","2","490809",""
"617327","31-MAY-07","Pledge","2","490821",""
"617328","08-JUN-07","Pledge","2","490820",""
"617329","02-MAY-07","Pledge","3","490818",""
"617330","19-APR-07","Pledge","2","545256",""
"617371","18-DEC-07","Pledge","1","","0"
"617373","18-DEC-07","Pledge","1","","0"
"617375","18-DEC-07","Pledge","1","","0"
"617377","18-DEC-07","Pledge","1","","0"
"617378","18-DEC-07","Pledge","1","","0"
"617379","18-DEC-07","Pledge","1","","0"
"617381","18-DEC-07","Pledge","1","","0"
"617383","18-DEC-07","Pledge","1","","0"
"617384","18-DEC-07","Pledge","1","","0"
"617385","20-DEC-07","Pledge","1","","0"
"617386","20-DEC-07","Pledge","1","","0"
"617388","21-DEC-07","Pledge","1","","0"
"617389","21-DEC-07","Pledge","1","","0"
"617391","27-DEC-07","Pledge","1","","0"
"617392","28-DEC-07","Pledge","1","","0"
"608510","18-OCT-07","Pledge","2","481354",""
"608519","17-DEC-07","Pledge","2","481352",""
"608528","17-DEC-07","Pledge","2","481367",""
"608532","18-OCT-07","Pledge","2","481361",""
"608536","15-NOV-07","Pledge","2","481360",""
"608540","17-DEC-07","Pledge","2","481353",""
"608507","18-OCT-07","Pledge","2","481359",""
"608525","17-DEC-07","Pledge","2","481363",""
"608527","15-NOV-07","Pledge","2","481367",""
"608539","15-NOV-07","Pledge","2","481353",""
